Fecha_Accidente;DIRECCION_ACCIDENTE;CONDICION_VICTIMA;GRAVEDAD_ACCIDENTE;CLASE_ACCIDENTE;SEXO_VICTIMA;EDAD_VICTIMA;CANTIDAD_VICTIMAS
1/01/2018__00:00:00;CL_87_9H_24;Peaton;herido;Atropello;M;63;1
1/01/2018__00:00:00;CLLE_119B_CRA_11B;Peaton;herido;Atropello;F;19;1
1/01/2018__00:00:00;CR_8_CL_41;Acompañante;herido;Choque;F;38;1
1/01/2018__00:00:00;CR_8_CL_41;Conductor;herido;Choque;M;32;1
1/01/2018__00:00:00;CR_8_CL_41;Motociclista;herido;Choque;M;59;1
1/02/2018__00:00:00;CIRCUNVALAR_CR_9G;Acompañante;herido;Choque;M;36;1
1/02/2018__00:00:00;CIRCUNVALAR_CR_9G;Motociclista;herido;Choque;M;36;1
1/02/2018__00:00:00;CL_30_CR_30;Conductor;herido;Choque;M;43;1
1/03/2018__00:00:00;CLLE_110_CRA_52;Motociclista;herido;Atropello;M;42;1
1/03/2018__00:00:00;CLLE_110_CRA_52;Peaton;herido;Atropello;F;52;1
1/03/2018__00:00:00;AV_CIRCUNVALAR_CR_51B;Pasajero;herido;Choque;F;64;1
1/03/2018__00:00:00;CL_27B_CR_20_B_44;Ciclista;herido;Choque;M;42;1
1/03/2018__00:00:00;CR_15_SUR_46_500;Motociclista;herido;Choque;M;29;1
1/04/2018__00:00:00;CR_17_CL_36B;Peaton;herido;Atropello;M;81;1
1/04/2018__00:00:00;CL_110_CR_10;Acompañante;herido;Choque;M;52;1
1/04/2018__00:00:00;CL_110_CR_10;Motociclista;herido;Choque;M;31;1
1/04/2018__00:00:00;CL_82_CR_59B;Pasajero;herido;Choque;M;63;1
1/04/2018__00:00:00;CR_14_CL_35;Conductor;herido;Choque;M;43;1
1/04/2018__00:00:00;CR_29_CL_37;Conductor;herido;Choque;M;33;1
1/05/2018__00:00:00;CRA_20B_CALLE_64B;Acompañante;herido;Choque;F;52;1
1/05/2018__00:00:00;CRA_20B_CALLE_64B;Motociclista;herido;Choque;M;23;1
1/05/2018__00:00:00;CRA_45_CLLE_53;Motociclista;herido;Choque;F;45;1
1/05/2018__00:00:00;CRA_49C_CALLE_76;Acompañante;herido;Choque;F;35;1
1/06/2018__00:00:00;CALLE_30_CRA_46;Motociclista;herido;Atropello;M;36;1
1/06/2018__00:00:00;CALLE_30_CRA_46;Peaton;muerto;Atropello;M;80;1
1/06/2018__00:00:00;CLLE_110_CRA_6;Motociclista;herido;Atropello;M;37;1
1/06/2018__00:00:00;CLLE_110_CRA_6;Pasajero;herido;Atropello;M;27;1
1/06/2018__00:00:00;AV_CORDIALIDAD_CON_CIRCUNVALAR;Pasajero;herido;Caida_Ocupante;M;25;1
1/06/2018__00:00:00;CLLE_68_CRA_60;Pasajero;herido;Choque;F;37;1
1/06/2018__00:00:00;CRA_51B_CALLE_90;Acompañante;herido;Choque;F;38;1
1/07/2018__00:00:00;CLLE_39_CRA_26B;Acompañante;herido;Choque;M;25;1
1/07/2018__00:00:00;CLLE_39_CRA_26B;Conductor;herido;Choque;M;35;1
1/07/2018__00:00:00;CLLE_39_CRA_26B;Conductor;herido;Choque;M;70;1
1/07/2018__00:00:00;CR_10_CL_62;Acompañante;herido;Choque;F;31;1
1/07/2018__00:00:00;CR_10_CL_62;Motociclista;herido;Choque;M;34;1
1/07/2018__00:00:00;CRA_58_CALLE_90;Acompañante;herido;Choque;F;18;1
1/07/2018__00:00:00;CRA_58_CALLE_90;Acompañante;herido;Choque;F;49;1
1/07/2018__00:00:00;CRA_58_CALLE_90;Acompañante;herido;Choque;M;39;1
1/07/2018__00:00:00;CRA_58_CALLE_90;Conductor;herido;Choque;M;28;1
1/07/2018__00:00:00;CRA_58_CALLE_90;Conductor;herido;Choque;M;51;1
1/08/2018__00:00:00;CR_38_CL_30;Peaton;herido;Atropello;M;34;1
1/08/2018__00:00:00;CR_13_CL_104;Acompañante;herido;Choque;M;64;1
1/09/2018__00:00:00;CLLE_42_CRA_41;Peaton;herido;Atropello;M;68;1
1/09/2018__00:00:00;CALLE_72_CRA_38B;Motociclista;herido;Choque;M;44;1
1/09/2018__00:00:00;CLLE_72_CRA_65;Acompañante;herido;Choque;F;49;1
1/09/2018__00:00:00;CLLE_72_CRA_65;Conductor;herido;Choque;M;47;1
1/09/2018__00:00:00;CR_37_CL_57;Motociclista;herido;Choque;M;39;1
1/09/2018__00:00:00;CRA_38_CLLE_80B;Motociclista;herido;Choque;F;38;1
1/09/2018__00:00:00;CRA_38_CLLE_80B;Motociclista;herido;Choque;M;31;1
1/10/2018__00:00:00;CL_34_CR_35;Motociclista;herido;Choque;M;35;1
1/10/2018__00:00:00;CRA_49_CALLE_67;Acompañante;herido;Choque;F;30;1
1/10/2018__00:00:00;CRA_49_CALLE_67;Motociclista;herido;Choque;F;29;1
1/10/2018__00:00:00;VIA_40_CR_79;Conductor;herido;Choque;F;61;1
1/11/2018__00:00:00;CR_14_CL_63;Peaton;herido;Atropello;M;16;1
1/11/2018__00:00:00;CRA_47_CALLE_72;Peaton;herido;Atropello;F;37;1
1/11/2018__00:00:00;CL_30_CR_21;Motociclista;herido;Choque;M;26;1
1/11/2018__00:00:00;CL_30_CR_21;Motociclista;herido;Choque;M;33;1
1/11/2018__00:00:00;CL_30_CR_44;Motociclista;herido;Choque;M;35;1
1/11/2018__00:00:00;CL_30_CR_44;Pasajero;herido;Choque;M;29;1
1/11/2018__00:00:00;CR_44_CL_51;Pasajero;herido;Choque;F;33;1
1/11/2018__00:00:00;CR_44_CL_51;Pasajero;herido;Choque;F;34;1
1/11/2018__00:00:00;CR_44_CL_51;Pasajero;herido;Choque;M;29;1
1/11/2018__00:00:00;CR_44_CL_51;Pasajero;herido;Choque;M;51;1
1/11/2018__00:00:00;CR_44_CL_51;Pasajero;herido;Choque;M;60;1
1/11/2018__00:00:00;CR_44_CL_51;Pasajero;herido;Choque;M;62;1
1/11/2018__00:00:00;CR_44_CL_51;Pasajero;herido;Choque;M;74;1
1/11/2018__00:00:00;CR_46_CL_54;Motociclista;herido;Choque;M;41;1
1/12/2018__00:00:00;CL_110_CR_38_Y_43;Peaton;herido;Atropello;M;31;1
1/12/2018__00:00:00;CL_86_CR_71;Motociclista;herido;Choque;M;32;1
1/12/2018__00:00:00;CR_14_CL_56B;Motociclista;herido;Choque;M;27;1
1/12/2018__00:00:00;CR_38_CL_79A;Pasajero;herido;Choque;M;44;3
01/13/2018_12:00:00_AM;CL_110_CR_26;Peaton;herido;Atropello;M;45;1
01/13/2018_12:00:00_AM;CR_42H_87_80;Motociclista;herido;Atropello;M;47;1
01/13/2018_12:00:00_AM;CR_42H_87_80;Peaton;herido;Atropello;M;56;1
01/13/2018_12:00:00_AM;CALLE_45_CRA_45;Conductor;herido;Choque;M;51;1
01/13/2018_12:00:00_AM;CL_38B_CR_5A;Conductor;herido;Choque;M;43;1
01/13/2018_12:00:00_AM;CR_15_SUR_CL_70;Motociclista;herido;Choque;M;33;1
01/13/2018_12:00:00_AM;CRA_34_CALLE_72;Acompañante;herido;Choque;M;29;1
01/13/2018_12:00:00_AM;CRA_34_CALLE_72;Motociclista;herido;Choque;M;29;1
01/13/2018_12:00:00_AM;CRA_38_CALLE_57;Conductor;herido;Choque;M;25;1
01/13/2018_12:00:00_AM;CRA_38_CALLE_57;Pasajero;herido;Choque;M;24;1
01/13/2018_12:00:00_AM;CRA_46_CALLE_93;Pasajero;herido;Choque;M;25;1
01/14/2018_12:00:00_AM;CL_45_CR_11_SUR;Motociclista;herido;Atropello;M;63;1
01/14/2018_12:00:00_AM;CL_45_CR_11_SUR;Peaton;herido;Atropello;M;69;1
01/14/2018_12:00:00_AM;AV_CIRCUNVALAR_CL_98_Y_106;Motociclista;herido;Choque;M;28;1
01/14/2018_12:00:00_AM;AV_CIRCUNVALAR_CL_98_Y_106;Pasajero;herido;Choque;M;22;1
01/14/2018_12:00:00_AM;CL_110_CR_6;Ciclista;herido;Choque;M;64;1
01/14/2018_12:00:00_AM;CL_110_CR_6;Motociclista;herido;Choque;M;36;1
01/14/2018_12:00:00_AM;CL_35_CR_14;Motociclista;herido;Choque;F;41;1
01/14/2018_12:00:00_AM;CORDIALIDAD_KM_2_ULTRACEM;Pasajero;herido;Choque;M;13;1
01/14/2018_12:00:00_AM;CR_8_CL_51B;Acompañante;herido;Choque;M;52;1
01/14/2018_12:00:00_AM;CR_8_CL_51B;Motociclista;herido;Choque;M;55;1
01/15/2018_12:00:00_AM;AV_CORDIALIDAD_KM_1_VIA_GALAPA;Peaton;herido;Atropello;M;30;1
01/15/2018_12:00:00_AM;AV_CORDIALIDAD_KM_1_VIA_GALAPA;Peaton;herido;Atropello;M;45;1
01/15/2018_12:00:00_AM;CR_45B_CL_94;Motociclista;herido;Choque;M;32;1
01/15/2018_12:00:00_AM;CR_45B_CL_94;Pasajero;herido;Choque;F;27;1
01/15/2018_12:00:00_AM;CR_46_CL_64;Conductor;herido;Choque;M;46;1
01/15/2018_12:00:00_AM;CR_46_CL_64;Pasajero;herido;Choque;F;27;1
01/15/2018_12:00:00_AM;CR_46_CL_64;Pasajero;herido;Choque;F;52;1
01/15/2018_12:00:00_AM;CR_46_CL_64;Pasajero;herido;Choque;F;53;1
01/15/2018_12:00:00_AM;CR_46_CL_64;Pasajero;herido;Choque;F;63;1
01/15/2018_12:00:00_AM;CR_46_CL_64;Pasajero;herido;Choque;M;27;2
01/15/2018_12:00:00_AM;CR_46_CL_64;Pasajero;herido;Choque;M;41;1
01/15/2018_12:00:00_AM;CR_9G_CON_CIRCUNVALAR;Acompañante;herido;Choque;M;45;1
01/15/2018_12:00:00_AM;CR_9G_CON_CIRCUNVALAR;Motociclista;herido;Choque;M;54;1
01/15/2018_12:00:00_AM;VIA_40_CRA_67;Acompañante;herido;Choque;M;28;1
01/15/2018_12:00:00_AM;VIA_40_CRA_67;Motociclista;herido;Choque;M;36;1
01/16/2018_12:00:00_AM;CL_45_CR_24;Motociclista;herido;Atropello;M;35;1
01/16/2018_12:00:00_AM;CL_45_CR_24;Peaton;herido;Atropello;M;40;1
01/16/2018_12:00:00_AM;CL_86_CR_51B;Peaton;herido;Atropello;M;54;1
01/16/2018_12:00:00_AM;CR_43B_CL_92;Peaton;herido;Atropello;M;68;1
01/16/2018_12:00:00_AM;CLLE_72_CRA_56;Motociclista;herido;Choque;M;45;1
01/16/2018_12:00:00_AM;CR_38_CL_81;Acompañante;herido;Choque;M;32;1
01/16/2018_12:00:00_AM;CR_46_CL_92_Y_93;Ciclista;herido;Choque;F;52;1
01/16/2018_12:00:00_AM;CR_6_CL_99;Acompañante;herido;Choque;M;33;1
01/17/2018_12:00:00_AM;CL_45_CR_30;Pasajero;herido;Choque;M;59;1
01/17/2018_12:00:00_AM;VIA_40_85B_300;Motociclista;herido;Choque;M;60;1
01/18/2018_12:00:00_AM;CALLE_19_CARRERA_1;Conductor;herido;Choque;M;57;1
01/18/2018_12:00:00_AM;CALLE_74_CRA_48;Motociclista;herido;Choque;M;41;1
01/18/2018_12:00:00_AM;CL_46_CR_10_SUR;Motociclista;herido;Choque;M;37;1
01/18/2018_12:00:00_AM;CL_72_CR_38B;Motociclista;herido;Choque;M;33;1
01/18/2018_12:00:00_AM;CR_41_CL_74;Pasajero;herido;Choque;M;26;1
01/18/2018_12:00:00_AM;CR_41_CL_74;Pasajero;herido;Choque;M;49;1
01/18/2018_12:00:00_AM;CR_41_CL_74;Pasajero;herido;Choque;M;65;1
01/18/2018_12:00:00_AM;CR_6_CL_90;Acompañante;herido;Choque;M;19;1
01/18/2018_12:00:00_AM;CR_6_CL_90;Motociclista;herido;Choque;M;48;1
01/18/2018_12:00:00_AM;CR_6_CL_90;Pasajero;herido;Choque;F;44;1
01/18/2018_12:00:00_AM;CR_6_CL_90;Pasajero;herido;Choque;M;38;1
01/18/2018_12:00:00_AM;CRA_57_CALLE_81;Motociclista;herido;Choque;M;33;1
01/19/2018_12:00:00_AM;CIRCUNVALAR_CR_38Y_46;Acompañante;herido;Choque;M;32;2
01/19/2018_12:00:00_AM;CIRCUNVALAR_CR_38Y_46;Acompañante;herido;Choque;M;33;1
01/19/2018_12:00:00_AM;CIRCUNVALAR_CR_38Y_46;Conductor;herido;Choque;M;39;1
01/19/2018_12:00:00_AM;CR_49C_80_264;Motociclista;herido;Choque;F;30;1
01/19/2018_12:00:00_AM;CR_6_CL_75B;Conductor;herido;Choque;M;31;1
01/19/2018_12:00:00_AM;CR_6_CL_75B;Motociclista;herido;Choque;M;35;1
01/20/2018_12:00:00_AM;CL_110_CR_31;Motociclista;herido;Atropello;M;33;1
01/20/2018_12:00:00_AM;CL_110_CR_31;Peaton;herido;Atropello;F;39;1
01/20/2018_12:00:00_AM;CALLE_63B_CARRERA_25;Motociclista;herido;Choque;M;33;1
01/20/2018_12:00:00_AM;CL_30_FRENTE_AL_15_360;Acompañante;herido;Choque;M;51;1
01/20/2018_12:00:00_AM;CL_30_FRENTE_AL_15_360;Motociclista;herido;Choque;M;51;1
01/21/2018_12:00:00_AM;CL_30_1_245;Peaton;herido;Atropello;M;69;1
01/21/2018_12:00:00_AM;AVENIDA_CIRCUNVALAR_CALLE_50-16;Conductor;herido;Choque;M;53;1
01/21/2018_12:00:00_AM;CL_37_ENTRE_CR_13_Y_14_ENTRADA_MANUELA_BELTRAN;Ciclista;herido;Choque;M;33;1
01/21/2018_12:00:00_AM;CL_37_ENTRE_CR_13_Y_14_ENTRADA_MANUELA_BELTRAN;Motociclista;muerto;Choque;M;46;1
01/21/2018_12:00:00_AM;CL_6_CR_46;Acompañante;herido;Choque;F;41;1
01/21/2018_12:00:00_AM;CL_6_CR_46;Acompañante;herido;Choque;M;12;1
01/21/2018_12:00:00_AM;CL_6_CR_46;Acompañante;herido;Choque;M;13;1
01/21/2018_12:00:00_AM;CL_64_CR_62;Motociclista;herido;Choque;M;28;1
01/21/2018_12:00:00_AM;CR_28_CL_28;Motociclista;herido;Choque;M;35;1
01/22/2018_12:00:00_AM;CR_37_CL_81;Peaton;muerto;Atropello;M;45;1
01/22/2018_12:00:00_AM;AVENIDA_110_CRA_38;Motociclista;herido;Choque;M;32;1
01/22/2018_12:00:00_AM;CALLE_46_18-13;Motociclista;herido;Choque;M;50;1
01/22/2018_12:00:00_AM;CL_17_CR_7B;Acompañante;herido;Choque;M;28;1
01/22/2018_12:00:00_AM;CLLE_68_CRA_24C;Motociclista;herido;Choque;M;42;1
01/22/2018_12:00:00_AM;CR_24_CL_33;Motociclista;herido;Choque;M;25;1
01/22/2018_12:00:00_AM;CR_24_CL_33;Pasajero;herido;Choque;M;34;1
01/22/2018_12:00:00_AM;CR_8_CL_44;Acompañante;herido;Choque;M;34;1
01/22/2018_12:00:00_AM;VIA_40_CR_53B;Ciclista;herido;Choque;M;28;1
01/23/2018_12:00:00_AM;CR_15_26_95;Peaton;herido;Atropello;M;55;1
01/23/2018_12:00:00_AM;CRA_44_CALLE_35;Pasajero;herido;Caida_Ocupante;M;25;1
01/23/2018_12:00:00_AM;CALLE_45_CRA_11_SUR;Acompañante;herido;Choque;M;32;1
01/23/2018_12:00:00_AM;CALLE_45_CRA_11_SUR;Motociclista;herido;Choque;M;25;1
01/23/2018_12:00:00_AM;CALLE_51_CRA_23;Conductor;herido;Choque;M;32;1
01/23/2018_12:00:00_AM;CR_21B_CL_68;Motociclista;herido;Choque;M;52;1
01/23/2018_12:00:00_AM;CR_42G_CL_85;Motociclista;herido;Choque;M;38;1
01/24/2018_12:00:00_AM;CALLEC_110_CARRERA_9G;Peaton;herido;Atropello;F;24;1
01/24/2018_12:00:00_AM;CALLE_30_CR_33;Acompañante;herido;Choque;M;40;1
01/24/2018_12:00:00_AM;CALLE_30_CR_33;Motociclista;herido;Choque;M;61;1
01/24/2018_12:00:00_AM;CARRERA_15_SUR_CALLE_73;Conductor;herido;Choque;M;36;1
01/24/2018_12:00:00_AM;CL_69_CR_49;Motociclista;herido;Choque;M;54;1
01/24/2018_12:00:00_AM;CR_47_CL_75;Pasajero;herido;Choque;M;33;1
01/24/2018_12:00:00_AM;CR_49C_CL_86;Motociclista;herido;Choque;M;40;1
01/24/2018_12:00:00_AM;CR_88_CL_66;Motociclista;herido;Choque;M;24;1
01/25/2018_12:00:00_AM;CALLE_61_CRA_23;Acompañante;herido;Choque;F;39;1
01/25/2018_12:00:00_AM;CALLE_61_CRA_23;Motociclista;herido;Choque;M;53;1
01/25/2018_12:00:00_AM;CL_14_CR_15;Acompañante;herido;Choque;F;64;1
01/25/2018_12:00:00_AM;CL_73C_CR_24;Motociclista;herido;Choque;M;38;1
01/25/2018_12:00:00_AM;CR_10_CL_5;Acompañante;herido;Choque;F;64;1
01/25/2018_12:00:00_AM;CR_58_CL_86;Motociclista;herido;Choque;M;36;1
01/25/2018_12:00:00_AM;VIA_40_CR_51;Motociclista;muerto;Choque;M;54;1
01/25/2018_12:00:00_AM;VIA_CORDIALIDAD_KM_1;Conductor;herido;Choque;M;45;1
01/26/2018_12:00:00_AM;CL_40_41_117;Peaton;herido;Atropello;M;74;1
01/26/2018_12:00:00_AM;CALLE_68_CRA_31;Pasajero;herido;Choque;F;84;1
01/26/2018_12:00:00_AM;CL_47_CR_26;Ciclista;herido;Choque;M;24;1
01/26/2018_12:00:00_AM;CL_47C_CR_27;Motociclista;herido;Choque;F;50;1
01/27/2018_12:00:00_AM;CALLE_45_CARRERA_20;Motociclista;herido;Choque;M;44;1
01/27/2018_12:00:00_AM;CALLE_45_CARRERA_20;Pasajero;herido;Choque;M;39;1
01/27/2018_12:00:00_AM;CL_53_D_CR_20;Motociclista;herido;Choque;M;48;1
01/28/2018_12:00:00_AM;CALLE_17_CRA_24;Acompañante;herido;Choque;M;27;1
01/28/2018_12:00:00_AM;CALLE_17_CRA_24;Motociclista;herido;Choque;M;34;1
01/28/2018_12:00:00_AM;CL_17_CR_35;Motociclista;herido;Choque;M;36;1
01/28/2018_12:00:00_AM;CL_17_CR_35;Pasajero;herido;Choque;M;59;1
01/28/2018_12:00:00_AM;CL_30_CR_20;Motociclista;herido;Choque;M;32;1
01/29/2018_12:00:00_AM;AV_CORDIALIDAD_KM_1;Acompañante;herido;Choque;M;31;1
01/29/2018_12:00:00_AM;AV_CORDIALIDAD_KM_1;Conductor;herido;Choque;M;45;1
01/29/2018_12:00:00_AM;AV_CORDIALIDAD_KM_1;Conductor;herido;Choque;M;60;1
01/29/2018_12:00:00_AM;CALLE_84_CRA_13;Motociclista;herido;Choque;M;43;1
01/29/2018_12:00:00_AM;CARRERA_14_CALLE_27;Motociclista;herido;Choque;M;32;1
01/29/2018_12:00:00_AM;CARRERA_44B_CALLE_99C;Conductor;herido;Choque;F;37;1
01/29/2018_12:00:00_AM;CARRERA_47_84-42;Motociclista;herido;Choque;M;36;1
01/29/2018_12:00:00_AM;CL_49_CR_3_SUR;Acompañante;herido;Choque;M;57;1
01/29/2018_12:00:00_AM;CL_49_CR_3_SUR;Conductor;herido;Choque;M;50;1
01/29/2018_12:00:00_AM;CL_80_CR_66;Motociclista;herido;Choque;M;39;1
01/30/2018_12:00:00_AM;CL_45_CR_7H;Peaton;herido;Atropello;M;24;1
01/30/2018_12:00:00_AM;CALLE_91_CARRERA_49C;Conductor;herido;Choque;F;57;1
01/30/2018_12:00:00_AM;CALLE_91_CARRERA_49C;Pasajero;herido;Choque;F;28;1
01/30/2018_12:00:00_AM;CARRERA_51B_CALLE_93-85;Conductor;herido;Choque;F;56;1
01/30/2018_12:00:00_AM;CARRERA_51B_CALLE_93-85;Conductor;herido;Choque;F;63;1
01/30/2018_12:00:00_AM;CARRERA_51B_CALLE_93-85;Pasajero;herido;Choque;F;25;1
01/30/2018_12:00:00_AM;CARRERA_51B_N°96-43;Pasajero;herido;Choque;M;48;1
01/30/2018_12:00:00_AM;CR_14_CL_56C;Motociclista;herido;Choque;F;29;1
01/31/2018_12:00:00_AM;CARRERA_24_CON_CALLE_46;Motociclista;herido;Choque;M;52;1
01/31/2018_12:00:00_AM;CL_52_CR_42;Motociclista;herido;Choque;M;57;1
01/31/2018_12:00:00_AM;CR_43_CL_60;Motociclista;herido;Choque;M;33;1
2/01/2018__00:00:00;CALLE_110_CARRERA_14-30;Motociclista;herido;Choque;M;41;1
2/01/2018__00:00:00;CR_27B_CL_70B;Acompañante;herido;Choque;M;42;1
2/02/2018__00:00:00;CALLE_90_CARRERA_6;Pasajero;herido;Caida_Ocupante;M;74;1
2/02/2018__00:00:00;CALLE_56_CARRERA_10;Motociclista;herido;Choque;M;40;1
2/02/2018__00:00:00;CARRERA_20_CALLE_40;Motociclista;herido;Choque;M;31;1
2/02/2018__00:00:00;CL_92_CR_52;Acompañante;herido;Choque;F;47;1
2/03/2018__00:00:00;CARRERA_20_112E-34;Peaton;herido;Atropello;M;97;1
2/03/2018__00:00:00;CARRERA_28_CALLE_28;Motociclista;herido;Choque;M;47;1
2/03/2018__00:00:00;CARRERA_28_CALLE_28;Pasajero;herido;Choque;M;27;1
2/03/2018__00:00:00;CL_19_CR_1F;Acompañante;herido;Choque;M;33;1
2/03/2018__00:00:00;CL_19_CR_1F;Motociclista;herido;Choque;M;28;1
2/03/2018__00:00:00;CL_96_CR_58;Motociclista;herido;Choque;M;31;1
2/04/2018__00:00:00;AVENIDA_CIRCUNVALAR_CARRERA_2A_SUR;Motociclista;herido;Choque;M;46;1
2/04/2018__00:00:00;CL_45_CR_2E;Ciclista;muerto;Choque;M;44;1
2/05/2018__00:00:00;CARRERA_52_100-105;Motociclista;herido;Choque;M;40;1
2/05/2018__00:00:00;CARRERA_54_CALLE_64;Motociclista;herido;Choque;F;54;1
2/05/2018__00:00:00;CARRERA_54_CALLE_64;Pasajero;herido;Choque;M;28;1
2/05/2018__00:00:00;CARRERA_8_DIAGONAL_5;Conductor;herido;Choque;M;35;1
2/05/2018__00:00:00;CARRERA_8_DIAGONAL_5;Pasajero;herido;Choque;M;22;1
2/05/2018__00:00:00;CR_14_CL_43_Y_44;Motociclista;herido;Choque;M;27;1
2/05/2018__00:00:00;CR_14_CL_43_Y_44;Pasajero;herido;Choque;M;105;1
2/05/2018__00:00:00;CR_18_CL_53D;Acompañante;herido;Choque;M;23;1
2/05/2018__00:00:00;CR_18_CL_53D;Motociclista;herido;Choque;M;38;1
2/06/2018__00:00:00;CR_27_CL_106;Peaton;herido;Atropello;F;53;1
2/06/2018__00:00:00;CALLE_100_CARRERA_36;Pasajero;herido;Choque;M;35;1
2/06/2018__00:00:00;CALLE_110_CARRERA_6L3;Motociclista;herido;Choque;M;35;1
2/06/2018__00:00:00;CALLE_90_2_SUR-41;Motociclista;herido;Choque;F;41;1
2/06/2018__00:00:00;CARRERA_32_CALLE_56;Conductor;herido;Choque;M;28;1
2/06/2018__00:00:00;CARRERA_32_CALLE_56;Pasajero;herido;Choque;M;35;1
2/06/2018__00:00:00;CARRERA_5_CALLE_50A;Motociclista;herido;Choque;M;24;1
2/07/2018__00:00:00;CL_93_CR_6;Peaton;herido;Atropello;F;35;1
2/07/2018__00:00:00;CARRERA_30_CALLE_37;Motociclista;herido;Choque;M;47;1
2/07/2018__00:00:00;CL_34_CR_46;Acompañante;herido;Choque;M;55;1
2/07/2018__00:00:00;CL_68_CR_64;Motociclista;herido;Choque;M;61;1
2/08/2018__00:00:00;AVENIDA_CORDIALIDAD_CARRERA_9;Peaton;herido;Atropello;F;24;1
2/08/2018__00:00:00;AV_CIRCUNVALAR_FRENTE_AL_46E_3_14;Conductor;herido;Choque;M;30;1
2/08/2018__00:00:00;AV_CIRCUNVALAR_FRENTE_AL_46E_3_14;Conductor;herido;Choque;M;35;1
2/08/2018__00:00:00;CR_38_33_18;Motociclista;herido;Choque;M;28;1
2/08/2018__00:00:00;VIA_40_FRENTE_73_290;Acompañante;herido;Choque;M;31;1
2/08/2018__00:00:00;VIA_40_FRENTE_73_290;Motociclista;herido;Choque;F;42;1
2/09/2018__00:00:00;CR_36_CL_45;Peaton;herido;Atropello;M;46;1
2/09/2018__00:00:00;CALLE_76_CARRERA_47;Acompañante;herido;Choque;M;31;1
2/09/2018__00:00:00;CALLE_76_CARRERA_47;Acompañante;herido;Choque;M;40;1
2/09/2018__00:00:00;CALLE_76_CARRERA_47;Acompañante;herido;Choque;M;42;1
2/09/2018__00:00:00;CALLE_76_CARRERA_47;Conductor;herido;Choque;M;42;1
2/09/2018__00:00:00;CARRERA_24_CALLE_47;Motociclista;herido;Choque;M;33;1
2/09/2018__00:00:00;CL_110_CR_38;Ciclista;herido;Choque;F;67;1
2/09/2018__00:00:00;CR_8_CL_35;Motociclista;herido;Choque;M;27;1
2/10/2018__00:00:00;CL_45_CR_7G;Peaton;herido;Atropello;M;74;1
2/10/2018__00:00:00;CL_68_CR_1D;Motociclista;herido;Choque;M;31;1
2/10/2018__00:00:00;CL_98_CR_6;Motociclista;herido;Choque;M;39;1
2/10/2018__00:00:00;CR_15_CL_26;Acompañante;herido;Choque;M;36;1
2/10/2018__00:00:00;CR_20_CL_47;Motociclista;herido;Choque;M;45;1
2/10/2018__00:00:00;CR_21_CL_50;Motociclista;herido;Choque;M;30;1
2/10/2018__00:00:00;CR_47_CL_75;Conductor;herido;Volcamiento;M;23;1
2/10/2018__00:00:00;CR_47_CL_75;Conductor;herido;Volcamiento;M;56;1
2/10/2018__00:00:00;CR_47_CL_75;Pasajero;muerto;Volcamiento;M;54;1
2/11/2018__00:00:00;CL_117_CR_20;Motociclista;herido;Atropello;M;31;1
2/11/2018__00:00:00;CL_117_CR_20;Peaton;herido;Atropello;M;37;1
2/11/2018__00:00:00;CALLE_45B_CARRERA_7C;Acompañante;herido;Choque;M;26;1
2/11/2018__00:00:00;CALLE_45B_CARRERA_7C;Motociclista;herido;Choque;M;30;1
2/11/2018__00:00:00;CARRERA_43B_85;Pasajero;herido;Choque;M;21;1
2/11/2018__00:00:00;CARRERA_43B_85;Pasajero;herido;Choque;M;25;1
2/11/2018__00:00:00;CARRERA_43B_85;Pasajero;herido;Choque;M;26;1
2/11/2018__00:00:00;CLK_59_CR_45;Conductor;herido;Choque;M;63;1
2/11/2018__00:00:00;CLK_59_CR_45;Pasajero;herido;Choque;M;36;1
2/11/2018__00:00:00;CLK_59_CR_45;Pasajero;herido;Choque;M;53;1
2/11/2018__00:00:00;CLK_59_CR_45;Pasajero;herido;Choque;M;61;1
2/11/2018__00:00:00;CR_14_CL_63B;Conductor;herido;Choque;M;42;1
2/11/2018__00:00:00;CR_14_CL_63B;Motociclista;herido;Choque;M;33;1
2/11/2018__00:00:00;CR_14_CL_63B;Pasajero;herido;Choque;F;44;1
2/12/2018__00:00:00;CL_46_CR_7B1_02;Peaton;herido;Atropello;F;12;1
2/12/2018__00:00:00;CL_46_CR_7B1_02;Peaton;herido;Atropello;F;35;1
2/12/2018__00:00:00;CARRERA_13_CALLE_99B-63;Peaton;herido;Choque;M;8;1
2/12/2018__00:00:00;CARRERA_13_CALLE_99B-63;Peaton;herido;Choque;M;29;1
2/12/2018__00:00:00;CARRERA_38_29-19;Motociclista;herido;Choque;M;37;1
02/13/2018_12:00:00_AM;CALLE_17_CARRERA_8;Motociclista;herido;Atropello;M;29;1
02/13/2018_12:00:00_AM;CALLE_17_CARRERA_8;Peaton;herido;Atropello;M;94;1
02/13/2018_12:00:00_AM;CARRERA_10_26-151;Peaton;herido;Atropello;M;17;1
02/13/2018_12:00:00_AM;CARRERA_25_45B-39;Conductor;herido;Atropello;M;50;1
02/13/2018_12:00:00_AM;CARRERA_25_45B-39;Peaton;herido;Atropello;M;26;1
02/13/2018_12:00:00_AM;CALLE_84B_CARRERA_39;Conductor;herido;Choque;F;42;1
